client_id,subscribe
2986,0.49905916910027565
29710,0.49842374359401276
38938,0.5002219156678465
31313,0.4992911456620139
24173,0.4992487957286199
14426,0.5009356613385212
40159,0.4991366444022482
12301,0.4981423175903194
9640,0.4981878875201534
19742,0.5007604183117436
5967,0.4984217931237034
25559,0.4994855588365949
34976,0.4989264746542033
38126,0.4995983853459858
17369,0.49902095702049176
40632,0.498844008502508
37544,0.49879166897422794
11284,0.4989419762896294
36717,0.49876552079755354
14536,0.49887691949007945
26503,0.49869651134202375
22763,0.49866405178747897
32953,0.4986356325761488
413,0.5002386092371446
10762,0.49856334883471126
14745,0.4989629458193817
25946,0.4998575452480493
14804,0.5003475855997687
6790,0.49817004053213315
30453,0.49861718461181415
27455,0.4998240735779568
29826,0.49853459252220667
13689,0.49866865436292407
13795,0.49913412150443065
1835,0.5006496514350381
41043,0.49867921229039985
10563,0.4998010470680811
38265,0.499373601242253
10848,0.4982284587330732
41155,0.49845514054453643
22925,0.4984672649902111
28583,0.4981132456343933
29133,0.4983646824383896
7588,0.49893013576804734
5242,0.5007093364107525
11667,0.4985166928945184
22369,0.49895796744878684
5409,0.49859824900329225
25931,0.49932763103724126
19851,0.49916121124931767
17993,0.4998545997676863
6007,0.4993668292122949
38467,0.5007834765033892
27753,0.5001745267775083
32117,0.4993156695698735
38191,0.499278721640113
3984,0.49891243473030983
22119,0.4982424033252476
6333,0.49863631954274884
2894,0.4991436202360865
23883,0.49843690689346715
27380,0.4984565969246378
25244,0.4990834240988687
4913,0.4988769380381968
13238,0.49852670009091765
36086,0.49890454665978895
11187,0.4986857735290804
16635,0.4990684109724668
38210,0.49931035644884325
6312,0.49937901494554565
24671,0.499068356405206
34134,0.4997791490932966
40160,0.49919171658822464
20698,0.49834734314217943
79,0.4984469497201883
4518,0.49841147598197677
9448,0.4988650844845527
1230,0.4988369132051069
3080,0.49945747515757327
31315,0.49847137213252873
4972,0.4988417168642058
3509,0.4983673689812728
17220,0.4994168111876197
28577,0.499553250794952
