client_id,subscribe
2986,0.004928571428571429
29710,0.015928571428571427
38938,0.08285714285714285
31313,0.04416666666666667
24173,0.34532142857142856
14426,0.8075952380952381
40159,0.18750000000000003
12301,0.028190476190476193
9640,0.1009047619047619
19742,0.5358474025974026
5967,0.18294047619047618
25559,0.12107142857142855
34976,0.005
38126,0.2299285714285714
17369,0.14013492063492064
40632,0.012
37544,0.22227380952380954
11284,0.0
36717,0.002857142857142857
14536,0.024999999999999994
26503,0.03535714285714286
22763,0.0
32953,0.05195238095238095
413,0.08910714285714287
10762,0.0645
14745,0.0
25946,0.7599761904761906
14804,0.5048849206349207
6790,0.0
30453,0.03428571428571429
27455,0.3969166666666667
29826,0.10311721611721611
13689,0.010249999999999999
13795,0.5336190476190477
1835,0.5481190476190476
41043,0.03600793650793651
10563,0.8983888888888889
38265,0.07953968253968254
10848,0.006666666666666666
41155,0.048499999999999995
22925,0.0
28583,0.00842857142857143
29133,0.0782936507936508
7588,0.1292063492063492
5242,0.43227380952380945
11667,0.03630952380952381
22369,0.07569047619047618
5409,0.02261904761904762
25931,0.2099761904761904
19851,0.07492857142857141
17993,0.7087103174603173
6007,0.052333333333333336
38467,0.5574999999999999
27753,0.26928318903318904
32117,0.536
38191,0.07882142857142857
3984,0.06733333333333333
22119,0.0
6333,0.005666666666666666
2894,0.019
23883,0.1854246031746032
27380,0.016523809523809524
25244,0.005333333333333333
4913,0.21860317460317458
13238,0.01964285714285714
36086,0.45550108225108227
11187,0.013583333333333334
16635,0.09291666666666666
38210,0.052059523809523806
6312,0.07132575757575757
24671,0.0
34134,0.6436562049062049
40160,0.28491666666666665
20698,0.03305555555555555
79,0.019833333333333335
4518,0.0
9448,0.0075
1230,0.006166666666666667
3080,0.06114285714285714
31315,0.030773809523809526
4972,0.05038095238095238
3509,0.005555555555555556
17220,0.12837698412698412
28577,0.41207936507936505
2777,0.06233333333333333
30712,0.035
17749,0.1884246031746032
11126,0.6427261904761905
2748,0.6398333333333334
13376,0.10815811965811964
39084,0.14976190476190473
32128,0.033357142857142856
19927,0.20206746031746028
10216,0.11980952380952385
27913,0.010714285714285714
9174,0.12803968253968256
7657,0.44627922077922066
7132,0.015
38920,0.37265476190476193
22344,0.29949999999999993
20878,0.02152380952380952
29851,0.12797619047619047
36385,0.12470238095238095
8539,0.15179832826272446
36671,0.0
24243,0.2954047619047619
8905,0.004285714285714285
1963,0.07761904761904762
23294,0.13914285714285712
8482,0.03266666666666666
13102,0.22258333333333336
16011,0.051777777777777784
3804,0.0
24378,0.08052777777777777
26034,0.022444444444444444
38947,0.017333333333333333
33285,0.24629365079365062
14816,0.005
28852,0.0
2761,0.10116666666666668
37853,0.45865262515262517
40302,0.0
4297,0.03419047619047619
8946,0.22757142857142856
6529,0.1460873015873016
7053,0.0425
20995,0.04030158730158731
40459,0.6542341269841271
11166,0.37581818181818194
39155,0.9781428571428572
1627,0.08991666666666667
31167,0.5692579365079364
28613,0.24192857142857144
38376,0.017277777777777777
11735,0.03388095238095239
12053,0.2656666666666666
40133,0.397547619047619
12336,0.01826190476190476
30541,0.13264285714285717
32580,0.012055555555555557
28535,0.051
25008,0.003666666666666667
41164,0.20851587301587302
32661,0.01
25948,0.46235714285714297
7348,0.013666666666666666
28676,0.006666666666666666
36480,0.05458333333333333
39116,0.23901731601731602
27525,0.04428571428571429
887,0.014499999999999999
28360,0.04402380952380952
914,0.03142857142857143
16385,0.016666666666666666
15198,0.11563888888888886
31218,0.1325952380952381
5799,0.003333333333333333
25932,0.31119047619047624
20474,0.16048809523809524
10943,0.12505952380952384
38854,0.04994047619047619
11688,0.15867857142857145
8181,0.7521507936507936
30774,0.07121428571428572
22642,0.2280952380952381
15017,0.2715238095238094
12248,0.7864404761904761
18671,0.006666666666666666
39113,0.12053571428571429
5459,0.21633333333333338
40332,0.2533809523809523
4176,0.0
33598,0.20266269841269835
24730,0.02583333333333333
12921,0.20519047619047623
39404,0.0016666666666666666
384,0.09051190476190472
24163,0.670607142857143
1191,0.17914393939393944
30006,0.002
16707,0.2830912698412698
30933,0.04699999999999999
40197,0.12996031746031744
33442,0.741297619047619
39150,0.0125
29444,0.05071428571428572
303,0.013666666666666667
31566,0.08991341991341992
1003,0.637436507936508
15390,0.37529365079365085
