client_id,subscribe
2986,0.2571288280067114
29710,0.11993296120206805
38938,0.6904603951226932
31313,0.359802776471161
24173,0.2597670393172194
14426,0.942794870281322
40159,0.3660245715129983
12301,0.082449311870794
9640,0.06250981834568842
19742,0.9044036535164609
5967,0.08981857560437218
25559,0.359673546182748
34976,0.19701474178220277
38126,0.6058950543743962
17369,0.19237269680493901
40632,0.23099478737398585
37544,0.11829868138535385
11284,0.17305149183319402
36717,0.17934480784557444
14536,0.20377678096257196
26503,0.1284056364697726
22763,0.14551059562070184
32953,0.13130224484808936
413,0.6955195940027893
10762,0.18123648480682952
14745,0.24246271544040854
25946,0.5767851818686189
14804,0.8118177303748829
6790,0.07843585479025549
30453,0.12211629496527082
27455,0.6795489786396142
29826,0.0630784994154166
13689,0.15085538582806987
13795,0.28127650388231196
1835,0.8702447028303699
41043,0.16637208190531944
10563,0.4895917918845566
38265,0.42364944923267417
10848,0.061647877458669134
41155,0.1113528395501157
22925,0.11156527035743123
28583,0.16930729719894425
29133,0.08937772523179893
7588,0.09369400318772589
5242,0.9000119148678032
11667,0.1330921090035415
22369,0.24813259641487542
5409,0.16448045557300237
25931,0.3354557059977928
19851,0.11807853740141304
17993,0.5806658382110008
6007,0.3550597945697187
38467,0.9088028420330905
27753,0.4033443899431496
32117,0.47119756629637266
38191,0.3210276569062893
3984,0.2088049932547923
22119,0.03907550027212617
6333,0.2180273897943169
2894,0.26069993435787864
23883,0.11515288325118588
27380,0.13357422977358163
25244,0.17283211058522882
4913,0.13887818463266033
13238,0.16284146704596444
36086,0.19584722259623827
11187,0.1471151161359654
16635,0.2940601220210387
38210,0.3732900483353783
6312,0.3710035666633637
24671,0.2348168122707287
34134,0.4962288241877877
40160,0.14832083018983563
20698,0.13462954190686147
79,0.09961420895624015
4518,0.10326174954446776
9448,0.10588107295638746
1230,0.2033025040951299
3080,0.18827413072629814
31315,0.10396790614142602
4972,0.24273965278591825
3509,0.108507014489433
17220,0.34742160772543834
28577,0.5981780384826599
2777,0.13427720526565265
30712,0.16585036813166876
17749,0.17323765232451524
11126,0.894266509659611
2748,0.72965308650479
13376,0.17128565284545538
39084,0.09549636172220091
32128,0.16103025549683445
19927,0.30555946605532464
10216,0.35974982707704134
27913,0.20297301062392037
9174,0.04182594411244722
7657,0.23196613934264915
7132,0.11015013483581351
38920,0.6917401752119068
22344,0.7100368780693462
20878,0.08495085187026363
29851,0.2374290153817787
36385,0.39295761176941396
8539,0.2211991558838328
36671,0.1083315424149629
24243,0.35766159357544747
8905,0.04825605275015627
1963,0.24347548057675955
23294,0.23681134946348037
8482,0.27244195625407974
13102,0.17110969199397738
16011,0.08362338330087271
3804,0.11473925445558118
24378,0.2501114663424316
26034,0.2487858150506587
38947,0.2116228466121865
33285,0.20476124095307977
14816,0.1991816375164681
28852,0.25594700166306567
2761,0.24413652037289857
37853,0.22451140376103593
40302,0.16323433758396205
4297,0.11030484116373031
8946,0.35207393628636635
6529,0.16892649274355648
7053,0.19889627280950029
20995,0.13487271773186238
40459,0.8688701144137332
11166,0.6298878327976009
39155,0.940122043072033
1627,0.3465930323366864
31167,0.23481713159980586
28613,0.652937827242767
38376,0.13233393487448017
11735,0.2108922562744561
12053,0.29761606373233207
40133,0.6492915545926715
12336,0.08465080073225444
30541,0.14759365634521307
32580,0.24161338402116442
28535,0.14209502683565828
25008,0.19677602602823452
41164,0.052459574545569335
32661,0.115107556958635
25948,0.5467677002780327
7348,0.13120305060049695
28676,0.12517581911970355
36480,0.07695585738830663
39116,0.7121985552673532
27525,0.15176842805823262
887,0.03349293391492041
28360,0.20489548305640226
914,0.1907562036727947
16385,0.2517677285138083
15198,0.11712518968061177
31218,0.055840801975964256
5799,0.16687308292287795
25932,0.7862565729650997
20474,0.13942102673878765
10943,0.26615171527342246
38854,0.20043265662756393
11688,0.4723114455659423
8181,0.6781405169263577
30774,0.4802751262684285
22642,0.23471601467522527
15017,0.21738600703218414
12248,0.4732360778348096
18671,0.1098043155818103
39113,0.1693551033356092
5459,0.16112966382673666
40332,0.3395460833617139
4176,0.11540882378791177
33598,0.1924202731757562
24730,0.2036011907673584
12921,0.28702268247051776
39404,0.08916438685815932
384,0.23759325545424506
24163,0.6989430064100395
1191,0.23520910516773638
30006,0.09684825788139301
16707,0.2421169556405956
30933,0.48124973015188643
40197,0.1565788753464801
33442,0.9173145339130605
39150,0.1589199291863557
29444,0.19968720562666453
303,0.11086092467826807
31566,0.14584045316532085
1003,0.7077487669616981
15390,0.16899981489820054
4676,0.15499653310146455
21973,0.17246171388071208
14632,0.6584550958650068
9008,0.13763085384751583
16090,0.11401134933246625
40269,0.8752263657735766
5392,0.1404546787270078
24790,0.1432776485506989
18937,0.451985374520671
16886,0.1496567310664359
31072,0.1079269269991053
16021,0.10945059043695214
23569,0.03990044189383693
30092,0.20240661542448793
9046,0.2610938174690938
29573,0.09452071447042402
29397,0.30674282614698567
14539,0.03637132363203131
15886,0.9339427947878709
12893,0.1276200106781485
13092,0.19354840425863373
31389,0.0626522550257724
41003,0.1913533949605844
10666,0.35304344694005085
17674,0.10663279284487712
25855,0.3568165084408195
20665,0.19434220364514743
1762,0.18898411388213476
18420,0.16984129379735735
14303,0.24341869408837663
9813,0.19374521934257463
3271,0.13720051704317415
10557,0.10384825977124956
26367,0.527832409512838
29417,0.1691913633667056
30526,0.2563809708043476
11276,0.07429895999559011
8412,0.20906652108469
18535,0.18633107469047028
21542,0.11137803001464529
30549,0.5015364367424728
16087,0.3138015298424509
35716,0.3289577215769125
27644,0.153677051873498
328,0.2853379176700852
15127,0.08200800157029389
13835,0.134372721732923
4798,0.20594610645536385
10247,0.045343669995291595
4809,0.23474775647737087
30856,0.10112681746615089
16225,0.0583136889678464
528,0.2119742038942059
24743,0.2501614757421737
663,0.10919932340475744
20475,0.15180738678075945
793,0.27252143773884707
41098,0.17497400993745107
22232,0.6564419094416226
25036,0.22551144754507343
32489,0.15665814081108118
34867,0.3235634759022608
16007,0.9336223945327506
3632,0.9070041223366713
29532,0.05558616596589829
39728,0.16139261517090456
13054,0.13350682074683373
22253,0.06953133636503996
40988,0.4927901723969015
38557,0.15712488817617765
32411,0.48908078252989035
20316,0.8683231419124723
40964,0.7996081760578841
17670,0.062462812509356286
21634,0.1838228935535451
32798,0.19989496769458662
27056,0.13759423294457143
36904,0.1218500532387019
5081,0.10663004930089798
9386,0.13759000822588802
37023,0.2108639697277567
10355,0.2125477538166345
10870,0.051827763276276244
6440,0.11612559864510899
17089,0.42985163179876623
4738,0.6979377489764985
11683,0.5981806348610987
35532,0.07438640306471953
29127,0.4630114002021641
23053,0.2456143314091131
38288,0.2175516594320494
22510,0.5719652196748435
10956,0.22441180559117935
11978,0.20869425271485634
7748,0.19638087589405318
24581,0.7267949644008599
27049,0.2493527806903175
